date,n_trialers,cvr
2021-07-01,258,0.5
2021-07-02,242,0.4297520661157025
2021-07-03,174,0.4942528735632184
2021-07-04,162,0.5
2021-07-05,261,0.4176245210727969
2021-07-06,424,0.445754716981132
2021-07-07,356,0.4747191011235955
2021-07-08,275,0.4363636363636363
2021-07-09,240,0.4791666666666667
2021-07-10,202,0.495049504950495
2021-07-11,228,0.4736842105263157
2021-07-12,383,0.4751958224543081
2021-07-13,329,0.486322188449848
2021-07-14,285,0.5017543859649123
2021-07-15,279,0.5304659498207885
2021-07-16,237,0.459915611814346
2021-07-17,223,0.4484304932735426
2021-07-18,232,0.4956896551724138
2021-07-19,383,0.4621409921671018
2021-07-20,361,0.4986149584487535
2021-07-21,297,0.5252525252525253
2021-07-22,246,0.5040650406504065
2021-07-23,207,0.5458937198067633
2021-07-24,173,0.5317919075144508
2021-07-25,213,0.488262910798122
2021-07-26,329,0.4954407294832826
2021-07-27,318,0.5062893081761006
2021-07-28,261,0.4444444444444444
2021-07-29,224,0.4464285714285714
2021-07-30,216,0.4768518518518518
2021-07-31,167,0.562874251497006
2021-08-01,241,0.4771784232365145
2021-08-02,334,0.5299401197604791
2021-08-03,317,0.5331230283911672
2021-08-04,247,0.4655870445344129
2021-08-05,232,0.4870689655172414
2021-08-06,187,0.4919786096256685
2021-08-07,173,0.5549132947976878
2021-08-08,231,0.5541125541125541
2021-08-09,361,0.4875346260387811
2021-08-10,316,0.5158227848101266
2021-08-11,263,0.5627376425855514
2021-08-12,221,0.5067873303167421
2021-08-13,222,0.481981981981982
2021-08-14,196,0.4795918367346938
2021-08-15,203,0.5024630541871922
2021-08-16,345,0.5159420289855072
2021-08-17,304,0.5
2021-08-18,268,0.5559701492537313
2021-08-19,248,0.4233870967741935
2021-08-20,238,0.5504201680672269
2021-08-21,174,0.4827586206896552
2021-08-22,227,0.5330396475770925
2021-08-23,335,0.5761194029850746
2021-08-24,320,0.559375
2021-08-25,264,0.5681818181818182
2021-08-26,241,0.4979253112033195
2021-08-27,196,0.4948979591836734
2021-08-28,167,0.5089820359281437
2021-08-29,216,0.5185185185185185
2021-08-30,297,0.5791245791245792
2021-08-31,311,0.4823151125401929
2021-09-01,262,0.5038167938931297
2021-09-02,220,0.4363636363636363
2021-09-03,182,0.5274725274725275
2021-09-04,179,0.5363128491620112
2021-09-05,176,0.4375
2021-09-06,254,0.5984251968503937
2021-09-07,339,0.5368731563421829
2021-09-08,297,0.5589225589225589
2021-09-09,292,0.5547945205479452
2021-09-10,257,0.5603112840466926
2021-09-11,206,0.5825242718446602
2021-09-12,236,0.4957627118644068
2021-09-13,369,0.5718157181571816
2021-09-14,290,0.5551724137931034
2021-09-15,269,0.5390334572490706
2021-09-16,291,0.5670103092783505
2021-09-17,230,0.5347826086956522
2021-09-18,218,0.5504587155963303
2021-09-19,230,0.5434782608695652
2021-09-20,412,0.5509708737864077
2021-09-21,437,0.5102974828375286
2021-09-22,351,0.5242165242165242
2021-09-23,351,0.4843304843304843
2021-09-24,297,0.5286195286195287
2021-09-25,231,0.4675324675324675
2021-09-26,272,0.5625
2021-09-27,432,0.5277777777777778
2021-09-28,593,0.490725126475548
2021-09-29,523,0.4703632887189292
2021-09-30,449,0.4677060133630289
2021-10-01,522,0.4846743295019157
2021-10-02,278,0.5071942446043165
2021-10-03,325,0.4461538461538462
2021-10-04,539,0.4916512059369202
2021-10-05,452,0.4269911504424779
2021-10-06,408,0.4926470588235294
2021-10-07,700,0.4242857142857142
2021-10-08,460,0.4565217391304347
2021-10-09,284,0.4577464788732394
2021-10-10,313,0.4696485623003195
2021-10-11,497,0.4989939637826961
2021-10-12,475,0.5073684210526316
2021-10-13,388,0.4871134020618556
2021-10-14,428,0.5
2021-10-15,337,0.5459940652818991
2021-10-16,292,0.5136986301369864
2021-10-17,304,0.4407894736842105
2021-10-18,524,0.482824427480916
2021-10-19,499,0.5110220440881763
2021-10-20,442,0.4547511312217194
2021-10-21,351,0.4672364672364672
2021-10-22,342,0.5409356725146199
2021-10-23,414,0.4009661835748792
2021-10-24,375,0.456
2021-10-25,772,0.4481865284974093
2021-10-26,793,0.4262295081967213
2021-10-27,683,0.4568081991215227
2021-10-28,344,0.377906976744186
2021-10-29,219,0.5296803652968036
2021-10-30,170,0.5529411764705883
2021-10-31,211,0.6018957345971564
2021-11-01,379,0.5408970976253298
2021-11-02,342,0.5029239766081871
2021-11-03,294,0.54421768707483
2021-11-04,249,0.5622489959839357
2021-11-05,217,0.543778801843318
2021-11-06,209,0.5119617224880383
2021-11-07,233,0.5879828326180258
2021-11-08,386,0.5621761658031088
2021-11-09,325,0.5261538461538462
2021-11-10,314,0.4968152866242038
2021-11-11,265,0.5433962264150943
2021-11-12,256,0.41015625
2021-11-13,232,0.5258620689655172
2021-11-14,213,0.5586854460093896
2021-11-15,366,0.5382513661202186
2021-11-16,239,0.4937238493723849
2021-11-17,249,0.4819277108433735
2021-11-18,235,0.4936170212765957
2021-11-19,197,0.4517766497461929
2021-11-20,193,0.5129533678756477
2021-11-21,192,0.4791666666666667
2021-11-22,257,0.4552529182879377
2021-11-23,207,0.4589371980676328
2021-11-24,130,0.4384615384615384
2021-11-25,101,0.4257425742574257
2021-11-26,159,0.4968553459119497
2021-11-27,204,0.5049019607843137
2021-11-28,267,0.5131086142322098
2021-11-29,346,0.4913294797687861
2021-11-30,299,0.4882943143812709
2021-12-01,315,0.4793650793650794
2021-12-02,285,0.4736842105263157
2021-12-03,256,0.4921875
2021-12-04,217,0.456221198156682
2021-12-05,213,0.5117370892018779
2021-12-06,316,0.4968354430379746
2021-12-07,258,0.4844961240310077
2021-12-08,239,0.4393305439330544
2021-12-09,223,0.4932735426008968
2021-12-10,199,0.4723618090452261
2021-12-11,158,0.4430379746835443
2021-12-12,196,0.4948979591836734
2021-12-13,221,0.5384615384615384
2021-12-14,230,0.3782608695652174
2021-12-15,197,0.5076142131979695
2021-12-16,132,0.3863636363636363
2021-12-17,117,0.4102564102564102
2021-12-18,124,0.4274193548387097
2021-12-19,134,0.4328358208955223
2021-12-20,134,0.3955223880597014
2021-12-21,121,0.4297520661157025
2021-12-22,103,0.4368932038834951
2021-12-23,99,0.3131313131313131
2021-12-24,80,0.4
2021-12-25,78,0.4743589743589743
2021-12-26,114,0.4736842105263157
2021-12-27,191,0.418848167539267
2021-12-28,187,0.4705882352941176
2021-12-29,200,0.45
2021-12-30,188,0.4840425531914893
2021-12-31,150,0.5733333333333334
2022-01-01,181,0.5193370165745856
2022-01-02,297,0.5252525252525253
2022-01-03,422,0.514218009478673
2022-01-04,419,0.4582338902147971
2022-01-05,349,0.4613180515759312
2022-01-06,290,0.4724137931034483
2022-01-07,277,0.4729241877256318
2022-01-08,271,0.4981549815498155
2022-01-09,303,0.4983498349834983
2022-01-10,435,0.464367816091954
2022-01-11,728,0.4065934065934066
2022-01-12,471,0.4012738853503185
2022-01-13,425,0.4705882352941176
2022-01-14,305,0.4491803278688525
2022-01-15,353,0.5212464589235127
2022-01-16,306,0.4738562091503268
2022-01-17,425,0.4917647058823529
2022-01-18,657,0.4474885844748858
2022-01-19,606,0.4240924092409241
2022-01-20,429,0.4382284382284382
2022-01-21,418,0.4641148325358851
2022-01-22,306,0.4934640522875817
2022-01-23,345,0.4260869565217391
2022-01-24,646,0.4551083591331269
2022-01-25,586,0.4300341296928328
2022-01-26,444,0.4774774774774775
2022-01-27,433,0.4595842956120092
2022-01-28,259,0.4903474903474903
2022-01-29,245,0.5061224489795918
2022-01-30,353,0.4985835694050991
2022-01-31,970,0.3938144329896907
2022-02-01,639,0.4694835680751174
2022-02-02,465,0.4903225806451612
2022-02-03,408,0.4852941176470588
2022-02-04,405,0.4839506172839506
2022-02-05,359,0.5013927576601671
2022-02-06,373,0.5442359249329759
2022-02-07,757,0.4174372523117569
2022-02-08,509,0.481335952848723
2022-02-09,397,0.4659949622166247
2022-02-10,376,0.4813829787234042
2022-02-11,369,0.4308943089430894
2022-02-12,270,0.4481481481481481
2022-02-13,283,0.5229681978798587
2022-02-14,451,0.5343680709534369
2022-02-15,1056,0.4015151515151515
2022-02-16,712,0.4269662921348314
2022-02-17,598,0.4665551839464883
2022-02-18,584,0.4828767123287671
2022-02-19,477,0.4339622641509434
2022-02-20,425,0.4941176470588235
2022-02-21,894,0.4463087248322148
2022-02-22,910,0.4384615384615384
2022-02-23,423,0.4539007092198581
2022-02-24,303,0.5181518151815182
2022-02-25,272,0.5
2022-02-26,266,0.5488721804511278
2022-02-27,275,0.4581818181818182
2022-02-28,399,0.5839598997493735
2022-03-01,366,0.5519125683060109
2022-03-02,367,0.5776566757493188
2022-03-03,267,0.5318352059925093
2022-03-04,261,0.5517241379310345
2022-03-05,269,0.5130111524163569
2022-03-06,318,0.5377358490566038
2022-03-07,358,0.5614525139664804
2022-03-08,344,0.4970930232558139
2022-03-09,295,0.4949152542372881
2022-03-10,307,0.501628664495114
2022-03-11,289,0.5190311418685121
2022-03-12,265,0.539622641509434
2022-03-13,296,0.5844594594594594
2022-03-14,400,0.535
2022-03-15,418,0.5095693779904307
2022-03-16,325,0.5138461538461538
2022-03-17,276,0.5217391304347826
2022-03-18,253,0.5652173913043478
2022-03-19,292,0.5684931506849316
2022-03-20,325,0.5507692307692308
2022-03-21,419,0.5346062052505967
2022-03-22,370,0.4594594594594595
2022-03-23,304,0.5361842105263158
2022-03-24,273,0.4871794871794871
2022-03-25,332,0.4879518072289157
2022-03-26,233,0.5021459227467812
2022-03-27,291,0.6185567010309279
2022-03-28,407,0.4594594594594595
2022-03-29,386,0.5
2022-03-30,345,0.5043478260869565
2022-03-31,309,0.5080906148867314
2022-04-01,290,0.5241379310344828
2022-04-02,272,0.4669117647058823
2022-04-03,334,0.5479041916167665
2022-04-04,366,0.5546448087431693
2022-04-05,361,0.5318559556786704
2022-04-06,363,0.512396694214876
2022-04-07,298,0.4697986577181208
2022-04-08,295,0.4711864406779661
2022-04-09,251,0.5139442231075697
2022-04-10,298,0.4530201342281879
2022-04-11,377,0.5145888594164456
2022-04-12,314,0.4968152866242038
2022-04-13,279,0.5698924731182796
2022-04-14,280,0.4571428571428571
2022-04-15,264,0.5075757575757576
2022-04-16,256,0.4921875
2022-04-17,255,0.5098039215686274
2022-04-18,358,0.5391061452513967
2022-04-19,386,0.5
2022-04-20,365,0.5013698630136987
2022-04-21,287,0.5679442508710801
2022-04-22,270,0.4703703703703704
2022-04-23,218,0.4678899082568807
2022-04-24,284,0.4964788732394366
2022-04-25,464,0.5021551724137931
2022-04-26,439,0.4874715261958998
2022-04-27,389,0.5244215938303342
2022-04-28,303,0.4818481848184818
2022-04-29,319,0.5109717868338558
2022-04-30,250,0.496
2022-05-01,332,0.5120481927710844
2022-05-02,647,0.4451313755795981
2022-05-03,423,0.408983451536643
2022-05-04,394,0.5177664974619289
2022-05-05,329,0.4772036474164133
2022-05-06,363,0.4380165289256198
2022-05-07,322,0.5124223602484472
2022-05-08,307,0.4820846905537459
2022-05-09,575,0.4417391304347826
2022-05-10,600,0.4316666666666666
2022-05-11,396,0.4343434343434343
2022-05-12,379,0.4934036939313984
2022-05-13,337,0.5103857566765578
2022-05-14,312,0.4583333333333333
2022-05-15,351,0.4615384615384615
2022-05-16,622,0.4308681672025723
2022-05-17,417,0.4532374100719424
2022-05-18,376,0.3989361702127659
2022-05-19,354,0.4491525423728814
2022-05-20,279,0.4910394265232975
2022-05-21,256,0.46875
2022-05-22,323,0.4767801857585139
2022-05-23,1248,0.2620192307692308
2022-05-24,619,0.3893376413570275
2022-05-25,437,0.4187643020594965
2022-05-26,368,0.4048913043478261
2022-05-27,389,0.3984575835475578
2022-05-28,292,0.4794520547945205
2022-05-29,278,0.4784172661870504
2022-05-30,399,0.4310776942355889
2022-05-31,848,0.3738207547169811
2022-06-01,597,0.3986599664991624
2022-06-02,544,0.4044117647058823
2022-06-03,454,0.460352422907489
2022-06-04,349,0.4670487106017192
2022-06-05,459,0.4183006535947712
2022-06-06,1737,0.3154864709268854
2022-06-07,787,0.4002541296060991
2022-06-08,672,0.4122023809523809
2022-06-09,514,0.3968871595330739
2022-06-10,428,0.4018691588785046
2022-06-11,373,0.453083109919571
2022-06-12,480,0.4333333333333333
2022-06-13,1842,0.3110749185667752
2022-06-14,883,0.3601359003397508
2022-06-15,414,0.4758454106280193
2022-06-16,318,0.4213836477987421
2022-06-17,320,0.490625
2022-06-18,260,0.5
2022-06-19,310,0.4258064516129032
2022-06-20,343,0.5131195335276968
2022-06-21,387,0.5322997416020672
2022-06-22,345,0.4753623188405797
2022-06-23,322,0.4875776397515527
2022-06-24,273,0.4908424908424908
2022-06-25,235,0.5106382978723404
2022-06-26,276,0.5
2022-06-27,376,0.4840425531914893
2022-06-28,335,0.5194029850746269
2022-06-29,304,0.4736842105263157
2022-06-30,279,0.4874551971326165
